X,Y,aun,school_num,location_id,school_name,school_name_label,street_address,zip_code,phone_number,grade_level,grade_org,enrollment,type,type_specific,objectid
-8368058.73932087,4859543.0034504,126510001,7677,3360,RUSSELL BYERS CHARTER SCHOOL,RUSSELL BYERS CHARTER SCHOOL,1911 ARCH ST,19103,(215) 972-1700,ELEMENTARY/MIDDLE,K-8,681,2,CHARTER,447
-8363282.0601804,4864065.24851931,114514135,8083,3399,SANKOFA FREEDOM ACADEMY,SANKOFA FREEDOM ACADEMY CHARTER SCHOOL,2501 KENSINGTON AVE,19125,(215) 288-2001,ELEMENTARY/MIDDLE/HIGH,K-12,647,2,CHARTER,448
-8367713.25678991,4854865.03349394,126515001,,3880,SOUTH PHILADELPHIA HIGH SCHOOL EOP,SOUTH PHILADELPHIA HIGH SCHOOL EOP,2101 S BROAD ST,19148,(215) 400-8400,HIGH SCHOOL,9-12,121,1,DISTRICT,449
-8375967.91797049,4854047.77724104,108515107,7960,3392,SOUTHWEST LEADERSHIP ACADEMY,SOUTHWEST LEADERSHIP ACADEMY CHARTER SCHOOL,7101 PASCHALL AVE,19142,(215) 729-1939,ELEMENTARY/MIDDLE,K-8,690,2,CHARTER,450
-8356331.85326951,4875689.40840517,192518422,8126,3404,TACONY ACADEMY CHARTER SCHOOL,TACONY ACADEMY CHARTER SCHOOL,1330 RHAWN ST,19111,(215) 742-5100,ELEMENTARY/MIDDLE/HIGH,K-8,1090,2,CHARTER,451
-8366290.80331237,4864034.3018824,126511530,,3441,TECH FREIRE CHARTER SCHOOL,TECH FREIRE CHARTER SCHOOL,2221 N BROAD ST,19132,(267) 507-1111,HIGH SCHOOL,9-12,565,2,CHARTER,452
-8370966.53800425,4856526.87690469,126512674,3617,3424,UNIVERSAL ALCORN CHARTER,UNIVERSAL CHARTER SCHOOL AT ALCORN,3200 DICKINSON ST,19146,(215) 952-6219,ELEMENTARY/MIDDLE,K-8,473,2,CHARTER,453
-8371068.74723954,4856317.7878969,126519434,8195,3417,UNIVERSAL AUDENRIED CHARTER,UNIVERSAL CHARTER SCHOOL AT AUDENRIED,3301 TASKER ST,19145,(215) 952-4801,HIGH SCHOOL,9-12,606,2,CHARTER,454
-8375235.43575365,4862126.83610651,168513758,8145,3410,GUION S BLUFORD ELEMENTARY SCHOOL,GUION S BLUFORD ELEMENTARY SCHOOL,5720 MEDIA ST,19131,(215) 400-9170,ELEMENTARY/MIDDLE,K-8,490,1,DISTRICT,455
-8360669.52446106,4870938.39410792,126517442,8251,3421,UNIVERSAL CREIGHTON CHARTER,UNIVERSAL CHARTER SCHOOL AT CREIGHTON,5401 TABOR AVE,19120,(215) 537-2531,ELEMENTARY/MIDDLE,K-8,652,2,CHARTER,456
-8367629.0284927,4857357.70294916,126513210,7580,3326,UNIVERSAL INSTITUTE,UNIVERSAL INSTITUTE CHARTER SCHOOL,801 S 15TH ST,19146,(215) 732-2876,ELEMENTARY/MIDDLE,K-8,565,2,CHARTER,457
-8369403.62065135,4855557.31195524,126513415,8196,3418,UNIVERSAL VARE CHARTER SCHOOL,UNIVERSAL CHARTER SCHOOL AT VARE,1901 S 23RD ST,19145,(215) 952-8611,MIDDLE SCHOOL,5-8,70,2,CHARTER,458
-8367152.9069333,4874594.17396811,126513020,7548,3314,WEST OAK LANE CHARTER SCHOOL,WEST OAK LANE CHARTER SCHOOL,7115 STENTON AVE,19138,(215) 927-7995,ELEMENTARY/MIDDLE,K-8,1007,2,CHARTER,459
-8377249.31662429,4861680.60296747,126510006,7722,3357,WEST PHILADELPHIA ACHIEVEMENT,WEST PHILADELPHIA ACHIEVEMENT CHARTER SCHOOL,6701 CALLOWHILL ST,19151,(215) 476-6471,ELEMENTARY SCHOOL,K-5,613,2,CHARTER,460
-8368174.96720411,4868214.26837536,126510007,7724,3362,WISSAHICKON CHARTER SCHOOL,WISSAHICKON CHARTER SCHOOL,4700 WISSAHICKON AVE,19144,(267) 338-1020,ELEMENTARY/MIDDLE,K-8,998,2,CHARTER,461
-8353413.240313,4872272.88950939,126515001,8493,"8130
","NORTHEAST COMMUNITY PROPEL ACADEMY
",NORTHEAST COMMUNITY PROPEL ACADEMY,7500 ROWLAND AVE,19136,(215) 400-8350,ELEMENTARY/MIDDLE,K-8,1715,1,DISTRICT,462
-8368579.91529318,4854477.60739432,,,,ST MONICA SCHOOL (JUNIOR SCHOOL),ST MONICA JUNIOR SCHOOL,1720 RITNER ST,19145,(215) 334-3777,ELEMENTARY SCHOOL,K-4,,3,ARCHDIOCESE,463
-8366735.22217034,4858698.63837867,326514392,,,K012 KIDS SCHOOL,K012 KIDS SCHOOL,1112 CHESTNUT ST,19107,(215) 545-2930,PRE-K/ELEMENTARY,PREK-3,,3,PRIVATE,464
-8372867.22366165,4865948.65101859,326512996,,,NEW OAKS ACADEMY,NEW OAKS ACADEMY,4200 MONUMENT ST,19131,(215) 581- 3879,UNGRADED,5-12,,3,PRIVATE,465
-8369658.38999853,4866191.29784236,300515320,,,PRODIGY LEARNING CENTERS,PRODIGY LEARNING CENTERS,3345 W HUNTING PARK AVE,19132,(215) 228-7678,PRE-K/ELEMENTARY,PREK-5,,3,PRIVATE,466
-8364532.95443486,4871902.82046323,226515695,,,SAINTS TABERNACLE DAY SCHOOL,SAINTS TABERNACLE DAY SCHOOL,5800 N MARVINE ST,19141,(215) 548-6011 ,ELEMENTARY SCHOOL,PREK-5,,3,PRIVATE,467
-8359803.760601,4872975.48506279,,,,"MATHEMATICS, SCIENCE AND TECHNOLOGY COMMUNITY CHARTER SCHOOL II",MAST COMMUNITY CHARTER SCHOOL II (LAWNCREST CAMPUS),6238 RISING SUN AVE,19111,(215) 398-7960,ELEMENTARY SCHOOL,K-2,,2,CHARTER,468
-8367975.73241842,4853992.32558861,326517070,,,CHILDREN'S HOUSE OF PHILADELPHIA,CHILDREN'S HOUSE OF PHILADELPHIA,2611 S BROAD ST,19148,(267) 455-0288,PRE-K/KINDERGARTEN,PREK-K,,3,PRIVATE,469
-8365010.86311579,4861988.00030036,326511965,,,LITTLE CITY MONTESSORI,LITTLE CITY MONTESSORI,1401 N 5TH ST,19122,(215) 764-0633,PRE-K/KINDERGARTEN,PREK-K,,3,PRIVATE,470
-8376209.42282642,4861317.54445332,,,,,BOYS LATIN OF PHILADELPHIA CHARTER SCHOOL,344 N FELTON ST,19139,(215) 387-5149,MIDDLE SCHOOL,6-8,,2,CHARTER,471
-8363899.37401962,4868236.97392049,,,,,ESPERANZA ACADEMY CHARTER SCHOOL,4261 N 5TH ST,19140,(267) 270-4044,MIDDLE SCHOOL,6-8,,2,CHARTER,472
-8363337.13266619,4868077.10910133,,,,,ESPERANZA ACADEMY CHARTER SCHOOL,201 W HUNTING PARK AVE,19140,(215) 999-0203,ELEMENTARY SCHOOL,K-5,,2,CHARTER,473
-8367068.25554867,4860263.73251505,,,,RE-ENGAGEMENT CENTER,RE-ENGAGEMENT CENTER,440 N BROAD ST,19130,(215) 400-6700,HIGH SCHOOL,9-12,1,1,DISTRICT,474
-8367067.2622713,4860279.65874787,,,,STUDENT TRANSITION CENTER,STUDENT TRANSITION CENTER,440 N BROAD ST,19130,,ELEMENTARY/MIDDLE/HIGH,1-12,,1,DISTRICT,475
-8367866.20684132,4860122.88205872,,,,BELMONT CHARTER HIGH SCHOOL,BELMONT CHARTER HIGH SCHOOL,311 N 19TH ST,19103,(267) 78-4121,HIGH SCHOOL,9-12,,2,CHARTER,476
-8367769.4460808,4866804.5397473,,,,KIPP PHILADELPHIA ELEMENTARY ACADEMY,KIPP PHILADELPHIA ELEMENTARY ACADEMY,2409 W WESTMORELAND ST,19129,(267) 687-7283,ELEMENTARY,K-4,,2,CHARTER,477
-8368286.12051551,4866298.14937694,,,,KIPP PHILADELPHIA PREPARATORY ACADEMY,KIPP PHILADELPHIA PREPARATORY ACADEMY,2600 W CLEARFIELD ST,19132,(215) 227-1728,MIDDLE SCHOOL,5-8,845,2,CHARTER,478
-8375972.69268737,4857876.89116484,,,,KIPP WEST PHILADELPHIA PREPARATORY,KIPP WEST PHILADELPHIA PREPARATORY CHARTER SCHOOL,5900 BALTIMORE AVE,19143,(215) 294-2973,MIDDLE SCHOOL,5-8,,2,CHARTER,479
-8368879.32424962,4870485.66017874,,,,ANTHONY WAYNE ACADEMY,ANTHONY WAYNE ACADEMY,5538 WAYNE AVE,19144,(267) 297-7782,MIDDLE/HIGH,6-12,,3,PRIVATE,480
-8368555.90951703,4859514.65337087,300513960,,,GREENE TOWNE SCHOOL INC,GREENE TOWNE SCHOOL INC.,55 N 22ND ST,19103,(215) 563-6368,ELEMENTARY SCHOOL,PREK-3,,3,PRIVATE,481
-8369008.81592163,4872006.4241657,,,,POINCIANA MONTESSORI,POINCIANA MONTESSORI,6144 GERMANTOWN AVE,19144,(215) 975-0015,ELEMENTARY SCHOOL,K-5,,3,PRIVATE,482
-8376023.72725808,4864256.44755506,,,,YESHIVA KETANA OF PHILADELPHIA,YESHIVA KETANA OF PHILADELPHIA,5900 DREXEL RD,19131,(610) 756-8367,ELEMENTARY SCHOOL,K-4,,3,PRIVATE,483
-8363170.04057147,4861984.38272179,126515001,6823,5430,(TEMPORARY) AMY 5 AT JAMES MARTIN,ALTERNATIVE MIDDLE YEARS AT JAMES MARTIN ,600 E THOMPSON ST,19125,(215) 400-7190,MIDDLE SCHOOL,6-8,208,1,DISTRICT,484
-8353879.70986986,4872605.45359098,126515001,3766,8270,"(TEMPORARY) HOLME, THOMAS SCHOOL",(TEMPORARY) THOMAS HOLME SCHOOL,3001 RYAN AVE,19152,(215) 400-3130,ELEMENTARY/MIDDLE,K-8,801,1,DISTRICT,485
-8365881.31582347,4857357.91466452,,,,ZHANG SAH MARTIAL ARTS & LEARNING CENTER,ZHANG SAH MARTIAL ARTS & LEARNING CENTER,530 BAINBRIDGE ST,19147,(215) 923-6676,PRE-K/KINDERGARTEN,PREK-K,,3,PRIVATE,486
-8362751.25768895,4870082.65121204,,,,PHILADELPHIA CONTINUATION ACADEMY,PHILADELPHIA CONTINUATION ACADEMY,100 W DUNCANNON AVE,19120,,HIGH SCHOOL,9-12,46,1,CONTRACTED,487
-8367067.2622713,4860279.65874787,,,,STUDENT TRANSITION CENTER,THE ACADEMY OF CONTINUED EDUCATION SCHOOL,440 N BROAD ST,19130,,ELEMENTARY/MIDDLE/HIGH,K-12,,1,DISTRICT,488
-8368606.69587287,4870839.86943613,,,,,HIGH ROAD SCHOOL OF PHILADELPHIA-GERMANTOWN,5612 GREENE ST,19144,(267) 270-4665,MIDDLE/HIGH,6-12,,3,PRIVATE,489
-8355238.72621038,4872310.23244983,,,,,NORTHEAST CENTRAL CHRISTIAN SCHOOL,7200 ROOSEVELT BLVD,19149,(215) 624-8046,ELEMENTARY,K-5,,3,PRIVATE,490
